SKU,ID,peso_lb,peso_dim_lb,peso_efetivo_lb,preco,lambda,fonte_dim,status,no_general_hoje
PDWV-400CO-P,7715319971943,1.1,0.1,1.1,19.18,0.0574,cube,ACTIVE,nao
PDWV-400CPL-P,7715320004711,0.78,0.0,0.78,7.98,0.0977,cube,ACTIVE,nao
PDWV-400DBLY,7715320037479,3.96,0.2,3.96,74.62,0.0531,cube,ACTIVE,nao
PDWV-400DST,7715320070247,0.81,0.1,0.81,48.72,0.0166,cube,ACTIVE,sim
PDWV-400FA-P,7715320103015,0.78,0.0,0.78,10.98,0.071,cube,ACTIVE,nao
PDWV-400FTGFA,7715320135783,0.81,0.0,0.81,13.98,0.0579,cube,ACTIVE,nao
PDWV-400LT90-P,7715320168551,2.11,0.1,2.11,23.48,0.0899,cube,ACTIVE,nao
PDWV-400LTST90,7715320201319,2.02,0.1,2.02,34.06,0.0593,cube,ACTIVE,nao
PDWV-400LTTY-P,7715320234087,4.15,0.1,4.15,47.79,0.0868,cube,ACTIVE,nao
PDWV-400MA-P,7715320266855,0.69,0.0,0.69,15.86,0.0435,cube,ACTIVE,nao
PDWV-400PLG-P,7715320299623,0.81,0.0,0.81,5.21,0.1555,cube,ACTIVE,nao
PDWV-400PTR-P,7715320332391,4.81,0.2,4.81,76.66,0.0627,cube,ACTIVE,nao
PDWV-400RPC,7715320365159,0.71,0.0,0.71,18.29,0.0388,cube,ACTIVE,nao
PDWV-400SANT-P,7715320397927,2.5,0.1,2.5,25.76,0.097,cube,ACTIVE,nao
PDWV-400ST22-P,7715321020519,1.05,0.1,1.05,19.07,0.0551,cube,ACTIVE,nao
PDWV-400ST45-P,7715321151591,1.46,0.0,1.46,14.09,0.1036,cube,ACTIVE,nao
PDWV-400ST90-P,7715321380967,1.73,0.1,1.73,19.3,0.0896,cube,ACTIVE,nao
PDWV-400STWYE-P,7715321446503,0.81,,0.81,52.53,0.0154,,ACTIVE,sim
PDWV-400TET-P,7715321577575,2.33,0.1,2.33,35.41,0.0658,cube,ACTIVE,nao
PDWV-400TWCO-P,7715321643111,3.32,0.1,3.32,42.02,0.079,cube,ACTIVE,nao
PDWV-400WYE-P,7715321806951,3.17,0.1,3.17,32.04,0.0989,cube,ACTIVE,nao
PDWV-60022EL-P,7715321839719,3.06,0.2,3.06,77.43,0.0395,cube,ACTIVE,nao
PDWV-600300LTTY-P,7715321872487,0.81,0.5,0.81,193.58,0.0042,cube,ACTIVE,sim
PDWV-600300WYE-P,7715321905255,5.14,,5.14,89.85,0.0572,,ACTIVE,nao
PDWV-600400CPL-P,7715322265703,0.81,,0.81,55.44,0.0146,,ACTIVE,sim
PDWV-600400FLB-P,7715322396775,2.19,0.1,2.19,36.55,0.0599,cube,ACTIVE,nao
PDWV-600400LTTY-P,7715322429543,0.81,0.4,0.81,165.48,0.0049,cube,ACTIVE,sim
PDWV-600400SANT-P,7715322495079,0.81,0.3,0.81,100.02,0.0081,cube,ACTIVE,sim
PDWV-600400WYE-P,7715322527847,5.04,0.2,5.04,74.69,0.0675,cube,ACTIVE,nao
PDWV-60045EL-P,7715322560615,4.15,0.2,4.15,58.65,0.0708,cube,ACTIVE,nao
PDWV-60090EL-P,7715322593383,4.67,0.2,4.67,66.91,0.0698,cube,ACTIVE,nao
PDWV-600CAP-P,7715322626151,0.81,0.1,0.81,39.77,0.0204,cube,ACTIVE,sim
PDWV-600CO-P,7715322658919,2.56,0.2,2.56,56.34,0.0454,cube,ACTIVE,nao
PDWV-600CPL-P,7715322691687,1.54,0.1,1.54,26.1,0.059,cube,ACTIVE,nao
PDWV-600FA-P,7715322724455,1.81,0.1,1.81,35.22,0.0514,cube,ACTIVE,nao
PDWV-600LT90-P,7715322757223,5.74,,5.74,91.53,0.0627,,ACTIVE,nao
PDWV-600LTTY-P,7715322789991,0.81,0.5,0.81,183.99,0.0044,cube,ACTIVE,sim
PDWV-600PLG-P,7715322822759,0.88,0.0,0.88,16.53,0.0532,cube,ACTIVE,nao
PDWV-600SANT-P,7715322855527,5.95,0.3,5.95,103.43,0.0575,cube,ACTIVE,nao
PDWV-600ST22-P,7715322888295,0.81,0.2,0.81,75.02,0.0108,cube,ACTIVE,sim
PDWV-600ST45-P,7715322921063,3.95,0.2,3.95,69.48,0.0569,cube,ACTIVE,nao
PDWV-600ST90-P,7715322953831,4.53,0.2,4.53,86.32,0.0525,cube,ACTIVE,nao
PDWV-600TET-P,7715322986599,0.81,0.5,0.81,169.27,0.0048,cube,ACTIVE,sim
PDWV-600WYE-P,7715323019367,7.14,0.2,7.14,92.49,0.0772,cube,ACTIVE,nao
PDWV-80022EL-P,7715323052135,0.81,,0.81,123.65,0.0066,,ACTIVE,sim
PDWV-800400FLB,7715323084903,0.81,,0.81,65.94,0.0123,,ACTIVE,sim
PDWV-800400WYE,7715323117671,0.81,,0.81,157.45,0.0051,,ACTIVE,sim
PDWV-80045EL-P,7715323150439,6.13,0.2,6.13,76.78,0.0798,cube,ACTIVE,nao
PDWV-800600CPL,7715323183207,0.81,,0.81,62.04,0.0131,,ACTIVE,sim
PDWV-800600FLB-P,7715323248743,0.81,,0.81,71.55,0.0113,,ACTIVE,sim
PDWV-80090EL-P,7715323281511,8.55,0.2,8.55,86.46,0.0989,cube,ACTIVE,nao
PDWV-800CPL-P,7715323314279,0.81,,0.81,43.37,0.0187,,ACTIVE,sim
PDWV-800FTGFA,7715323347047,0.81,,0.81,147.24,0.0055,,ACTIVE,sim
PDWV-800PLG,7715323379815,0.81,,0.81,75.18,0.0108,,ACTIVE,sim
PDWV-800ST45-P,7715323445351,0.81,,0.81,83.32,0.0097,,ACTIVE,sim
PDWV-800TET-P,7715323478119,0.81,,0.81,334.59,0.0024,,ACTIVE,sim
PDWV-800WYE-P,7715323543655,15.2,0.3,15.2,163.05,0.0932,cube,ACTIVE,nao
PERF-101051050800,7715475062887,1.1,,1.1,67.39,0.0163,,ACTIVE,sim
PERF-241901900860,7715475095655,13.0,,13.0,314.76,0.0413,,ACTIVE,nao
PERF-242382380840,7715475128423,5.0,,5.0,459.01,0.0109,,ACTIVE,sim
PERF-360000128,7715475161191,5.0,,5.0,140.01,0.0357,,ACTIVE,nao
PERF-50635,7715475193959,2.5,,2.5,206.28,0.0121,,ACTIVE,sim
PERF-51028003,7715475259495,0.7,,0.7,110.31,0.0063,,ACTIVE,sim
PERF-CI000033658013,7715475292263,5.0,,5.0,110.3,0.0453,,ACTIVE,nao
PERF-CI000033658014,7715475325031,5.0,,5.0,110.3,0.0453,,ACTIVE,nao
PERF-CI000033658015,7715475390567,5.0,,5.0,110.3,0.0453,,ACTIVE,nao
PERF-CI000033658016,7715475423335,5.0,,5.0,110.3,0.0453,,ACTIVE,nao
PERF-CI000033658017,7715475456103,5.0,,5.0,109.97,0.0455,,DRAFT,sim
PERF-CI135391461325,7715475521639,7.0,,7.0,243.85,0.0287,,ACTIVE,sim
PERF-CI155391461525,7715475554407,15.0,,15.0,452.36,0.0332,,ACTIVE,nao
PERF-CI155396101536,7715475587175,10.0,,10.0,233.25,0.0429,,ACTIVE,nao
PERF-CI165291461625,7715475619943,17.0,,17.0,616.05,0.0276,,ACTIVE,sim
PERF-CI325952101300,7715475652711,0.46,,0.46,78.36,0.0059,,ACTIVE,sim
PERF-CI325952101400,7715475685479,0.8,,0.8,116.1,0.0069,,ACTIVE,sim
PERF-CI325952101500,7715475751015,2.0,,2.0,233.72,0.0086,,ACTIVE,sim
PERF-CI325952101600,7715475783783,3.0,,3.0,240.99,0.0124,,ACTIVE,sim
PEXG-PG803101,7715718332519,2.19,,2.19,3345.0,0.0007,,ACTIVE,sim
PEXG-PG803186,7715718365287,2.19,,2.19,661.88,0.0033,,ACTIVE,sim
PEXG-PG803193,7715718398055,2.19,,2.19,585.0,0.0037,,ACTIVE,sim
PEXG-PG803194,7715718430823,2.19,,2.19,101.25,0.0216,,ACTIVE,sim
PLMX-2003-BLK,7715718496359,1.4,,1.4,78.44,0.0178,,ACTIVE,sim
PLMX-2003-WHT,7715718529127,1.4,,1.4,78.44,0.0178,,ACTIVE,sim
PLMX-X4333,7715718561895,1.4,,1.4,78.54,0.0178,,ACTIVE,sim
PLYS-M405P21,7715521462375,0.48,,0.48,8.08,0.0594,,ACTIVE,nao
PLYS-M410P21,7715521495143,0.53,,0.53,6.33,0.0837,,ACTIVE,nao
PLYS-M415P21,7715521527911,0.53,,0.53,6.9,0.0768,,ACTIVE,nao
PLYS-M435042,7715521593447,0.96,,0.96,10.89,0.0882,,ACTIVE,nao
PLYS-M437042,7715521626215,0.96,,0.96,11.73,0.0818,,ACTIVE,nao
POLY-075-250/100,7715279667303,0.2,,0.2,78.0,0.0026,,ACTIVE,sim
POLY-075-250/300,7715279700071,0.2,,0.2,234.0,0.0009,,ACTIVE,sim
POLY-100-250/100,7715279732839,0.24,,0.24,126.0,0.0019,,ACTIVE,sim
POLY-100-250/300,7715279765607,0.24,,0.24,378.0,0.0006,,ACTIVE,sim
POLY-125-250/100,7715279831143,0.42,,0.42,217.0,0.0019,,ACTIVE,sim
POLY-125-250/300,7715279863911,0.42,,0.42,651.0,0.0006,,ACTIVE,sim
POLY-150-250/100,7715279896679,0.57,,0.57,297.0,0.0019,,ACTIVE,sim
POLY-150-250/300,7715279929447,0.57,,0.57,891.0,0.0006,,ACTIVE,sim
POLY-200-250/100,7715279962215,0.94,,0.94,489.0,0.0019,,ACTIVE,sim
POLY-200-250/300,7715279994983,0.94,,0.94,1467.0,0.0006,,ACTIVE,sim
PREC-P2-500,7715718594663,0.5,,0.5,107.56,0.0046,,ACTIVE,sim
PREC-PPA-2A625,7715718627431,1.13,,1.13,29.27,0.0386,,ACTIVE,nao
PREC-PPA-2P625,7715718660199,1.13,,1.13,29.27,0.0386,,ACTIVE,nao
PREC-PR-500,7715718692967,0.5,,0.5,105.61,0.0047,,ACTIVE,sim
PREC-SC-500A,7715718725735,0.25,,0.25,24.43,0.0102,,ACTIVE,sim
PREC-SC-750B,7715718758503,0.35,,0.35,32.07,0.0109,,ACTIVE,sim
PRIC-JX8-310A,7715718463591,8.75,0.3,8.75,106.62,0.0821,cube,ACTIVE,nao
PRIE-408-04,7715718791271,1.29,,1.29,57.45,0.0225,,ACTIVE,sim
PRIE-408-06,7715718824039,1.33,,1.33,59.67,0.0223,,ACTIVE,nao
PRIE-409-04,7715718856807,1.29,,1.29,61.78,0.0209,,ACTIVE,sim
PRIE-409-06,7715718922343,1.33,,1.33,64.0,0.0208,,ACTIVE,nao
PRIE-409-08,7715718987879,1.42,,1.42,66.41,0.0214,,ACTIVE,sim
PRIE-409-10,7715719020647,1.5,,1.5,68.64,0.0219,,ACTIVE,nao
PRIE-409-12,7715719053415,1.54,,1.54,71.07,0.0217,,ACTIVE,nao
PRIE-C-108D04,7715719086183,3.0,,3.0,195.48,0.0153,,ACTIVE,sim
PRIE-C-108D06,7715719118951,3.33,,3.33,202.41,0.0165,,ACTIVE,sim
PRIE-C-108D08,7715719151719,3.67,,3.67,210.51,0.0174,,ACTIVE,sim
PRIE-C-108DCC,7715719184487,2.67,,2.67,188.56,0.0142,,ACTIVE,sim
PRIE-C-108KT-808,7715719217255,0.15,,0.15,11.52,0.013,,ACTIVE,sim
PRIE-C-108T04,7715719282791,3.0,,3.0,198.63,0.0151,,ACTIVE,sim
PRIE-C-108T06,7715719315559,3.33,,3.33,205.42,0.0162,,ACTIVE,sim
PRIE-C-108T08,7715719348327,3.67,,3.67,213.39,0.0172,,ACTIVE,sim
PRIE-C-108TCC,7715719381095,2.67,,2.67,191.82,0.0139,,ACTIVE,sim
PRIE-C-108WCC,7715719413863,2.67,,2.67,188.56,0.0142,,ACTIVE,sim
PRIE-C-134D04,7715719446631,1.25,,1.25,54.31,0.023,,ACTIVE,sim
PRIE-C-134D06,7715719479399,1.33,,1.33,57.36,0.0232,,ACTIVE,nao
PRIE-C-134D08,7715719512167,1.5,,1.5,60.6,0.0248,,ACTIVE,nao
PRIE-C-134DCC,7715719544935,1.17,,1.17,49.43,0.0237,,ACTIVE,nao
PRIE-C-134KT-803,7715719577703,0.15,,0.15,5.87,0.0256,,ACTIVE,sim
PRIE-C-134KT-804,7715719610471,0.15,,0.15,29.51,0.0051,,ACTIVE,sim
PRIE-C-134KT-805,7715719643239,0.15,,0.15,9.18,0.0163,,ACTIVE,sim
PRIE-C-134US,7715719676007,0.15,,0.15,65.58,0.0023,,ACTIVE,sim
PRIE-C-135NP.50,7715719708775,0.88,,0.88,44.04,0.02,,ACTIVE,sim
PRIE-C-144D04,7715719774311,1.33,,1.33,62.4,0.0213,,ACTIVE,sim
PRIE-C-144D06,7715719807079,1.42,,1.42,65.7,0.0216,,ACTIVE,sim
PRIE-C-144D08,7715719839847,5.0,,5.0,69.22,0.0722,,ACTIVE,nao
PRIE-C-144KT-806,7715719872615,0.15,,0.15,7.05,0.0213,,ACTIVE,sim
PRIE-C-144KT-807,7715719905383,0.15,,0.15,15.15,0.0099,,ACTIVE,sim
PRIE-C-144T04,7715719938151,1.33,,1.33,65.46,0.0203,,ACTIVE,sim
PRIE-C-144T06,7715720003687,1.42,,1.42,68.78,0.0206,,ACTIVE,sim
PRIE-C-144T08,7715720036455,1.58,,1.58,72.28,0.0219,,ACTIVE,sim
PRIE-C-144T10,7715720069223,1.71,,1.71,74.41,0.023,,ACTIVE,nao
PRIE-C-144T12,7715720101991,1.79,,1.79,77.91,0.023,,ACTIVE,nao
PRIE-C-144TCC,7715720134759,1.25,,1.25,60.16,0.0208,,ACTIVE,sim
PRIE-C-144W04-BULK,7715720167527,1.51,,1.51,63.8,0.0237,,ACTIVE,sim
PRIE-C-144W06-BULK,7715720200295,1.51,,1.51,67.2,0.0225,,ACTIVE,sim
PRIE-C-144W08,7715720265831,1.58,,1.58,69.22,0.0228,,ACTIVE,nao
PRIE-C-144W08-BULK,7715720298599,5.0,,5.0,70.83,0.0706,,ACTIVE,nao
PRIE-C-434T10,7715720331367,3.0,,3.0,131.06,0.0229,,ACTIVE,sim
PRIE-C-634RB1,7715720396903,0.15,,0.15,325.29,0.0005,,ACTIVE,sim
PRIE-P-118KT-801,7715720429671,0.15,,0.15,23.27,0.0064,,ACTIVE,sim
PRIE-P-118L04,7715720462439,3.5,,3.5,565.88,0.0062,,ACTIVE,sim
PRIE-P-118L06,7715720495207,3.5,,3.5,600.79,0.0058,,ACTIVE,sim
PRIE-P-118L08,7715720527975,3.5,,3.5,648.71,0.0054,,ACTIVE,sim
PRIE-P-164D04,7715720560743,1.51,,1.51,68.62,0.022,,ACTIVE,sim
PRIE-P-164D06,7715720593511,1.51,,1.51,72.27,0.0209,,ACTIVE,sim
PRIE-P-164D08,7715720626279,5.0,,5.0,76.14,0.0657,,ACTIVE,nao
PRIE-P-164D10,7715720724583,5.0,,5.0,78.54,0.0637,,ACTIVE,nao
PRIE-P-164D12,7715720757351,1.79,,1.79,82.38,0.0217,,ACTIVE,nao
PRIE-P-164DCC,7715720790119,5.0,,5.0,62.79,0.0796,,ACTIVE,nao
PRIE-P-164KT-807,7715720822887,0.15,,0.15,17.92,0.0084,,ACTIVE,sim
PRIE-P-164T04,7715720888423,1.51,,1.51,75.93,0.0199,,ACTIVE,sim
PRIE-P-164T06,7715720921191,1.51,,1.51,79.77,0.0189,,ACTIVE,sim
PRIE-P-164T08,7715720953959,1.51,,1.51,83.85,0.018,,ACTIVE,sim
PRIE-P-164T10,7715720986727,1.51,,1.51,86.32,0.0175,,ACTIVE,sim
PRIE-P-164T12,7715721019495,5.0,,5.0,90.38,0.0553,,ACTIVE,nao
PRIE-P-164W04,7715721052263,5.0,,5.0,68.62,0.0729,,ACTIVE,nao
PRIE-P-164W06,7715721085031,5.0,,5.0,72.27,0.0692,,ACTIVE,nao
PRIE-P-164W08,7715721117799,5.0,,5.0,76.14,0.0657,,ACTIVE,nao
PRIE-P-164WCC,7715721150567,5.0,,5.0,64.68,0.0773,,ACTIVE,nao
PRIE-P-164X04,7715721183335,1.51,,1.51,68.62,0.022,,ACTIVE,sim
PRIE-P-164X06,7715721216103,5.0,,5.0,72.27,0.0692,,ACTIVE,nao
PRIE-P-164X08,7715721248871,5.0,,5.0,76.14,0.0657,,ACTIVE,nao
PRIE-P-164X10,7715721281639,5.0,,5.0,78.54,0.0637,,ACTIVE,nao
PRIE-P-164X12,7715721347175,1.51,,1.51,82.38,0.0183,,ACTIVE,sim
PRIE-P-231-0504,7715721379943,0.15,,0.15,28.8,0.0052,,ACTIVE,sim
PRIE-P-231-0506,7715721445479,0.15,,0.15,31.12,0.0048,,ACTIVE,sim
PRIE-P-231-0508,7715721478247,0.15,,0.15,33.42,0.0045,,ACTIVE,sim
PRIE-P-231-0510,7715721511015,0.15,,0.15,35.54,0.0042,,ACTIVE,sim
PRIE-P-231-0512,7715721543783,0.15,,0.15,37.84,0.004,,ACTIVE,sim
PRIE-P-231-05CC,7715721576551,0.15,,0.15,26.49,0.0057,,ACTIVE,sim
PRIE-P-231-1204,7715721609319,0.15,,0.15,28.82,0.0052,,ACTIVE,sim
PRIE-P-231-1206,7715721642087,0.15,,0.15,31.12,0.0048,,ACTIVE,sim
PRIE-P-231-1208,7715721674855,0.15,,0.15,33.44,0.0045,,ACTIVE,sim
PRIE-P-231-1504,7715721707623,0.15,,0.15,28.8,0.0052,,ACTIVE,sim
PRIE-P-231-1506,7715721740391,0.15,,0.15,31.12,0.0048,,ACTIVE,sim
PRIE-P-231-1508,7715721773159,0.15,,0.15,33.42,0.0045,,ACTIVE,sim
PRLS-P188103LF,7715718135911,5.0,,5.0,492.67,0.0101,,ACTIVE,sim
PRLS-P188103LF-SS,7715718168679,4.0,,4.0,642.0,0.0062,,ACTIVE,sim
PRLS-P299305LF,7715718201447,5.0,,5.0,246.23,0.0203,,ACTIVE,sim
PRLS-P62447-BN,7715718234215,5.0,,5.0,385.5,0.013,,ACTIVE,sim
PVCF-050-45EL-P,7715323576423,0.05,,0.05,1.38,0.0362,,ACTIVE,nao
PVCF-050-45EL-SCH80,7715323641959,0.52,,0.52,29.62,0.0176,,ACTIVE,sim
PVCF-050-90EL-P,7715323674727,0.15,,0.15,0.83,0.1807,,ACTIVE,nao
PVCF-050-90EL-SCH80,7715324723303,0.52,,0.52,15.75,0.033,,ACTIVE,nao
PVCF-050-90FA-P,7715324756071,0.15,,0.15,1.03,0.1456,,ACTIVE,nao
PVCF-050-CAP-P,7715324788839,0.03,,0.03,0.78,0.0385,,ACTIVE,nao
PVCF-050-CPL-P,7715324821607,0.03,,0.03,0.55,0.0545,,ACTIVE,nao
PVCF-050-CPL-SCH80,7715324854375,0.52,,0.52,28.5,0.0182,,ACTIVE,sim
PVCF-050-CRS-P,7715324887143,0.1,,0.1,3.19,0.0313,,ACTIVE,nao
PVCF-050-FA-P,7715324919911,0.04,,0.04,0.9,0.0444,,ACTIVE,nao
PVCF-050-FA-SCH80,7715325018215,0.52,,0.52,26.78,0.0194,,ACTIVE,sim
PVCF-050-MA-P,7715325280359,0.03,,0.03,0.78,0.0385,,ACTIVE,nao
PVCF-050-PLG-P,7715325345895,0.03,,0.03,1.81,0.0166,,ACTIVE,sim
PVCF-050-SCH80-UNI-P,7715325378663,0.52,,0.52,12.91,0.0403,,ACTIVE,nao
PVCF-050-ST90-P,7715325509735,0.06,,0.06,2.39,0.0251,,ACTIVE,sim
PVCF-050-TCAP-P,7715325640807,0.04,,0.04,1.6,0.025,,ACTIVE,nao
PVCF-050-TEE-P,7715325673575,0.08,,0.08,1.03,0.0777,,ACTIVE,nao
PVCF-050-TEE-SCH80,7715325706343,0.52,,0.52,44.25,0.0118,,ACTIVE,sim
PVCF-050-TPLG-P,7715325739111,0.15,,0.15,2.29,0.0655,,ACTIVE,nao
PVCF-075-45EL-P,7715325902951,0.09,,0.09,2.16,0.0417,,ACTIVE,nao
PVCF-075-45EL-SCH80,7715325935719,0.52,,0.52,45.22,0.0115,,ACTIVE,sim
PVCF-075-90EL-P,7715325968487,0.08,,0.08,0.9,0.0889,,ACTIVE,nao
PVCF-075-90EL-SCH80,7715326001255,0.52,,0.52,20.25,0.0257,,ACTIVE,sim
PVCF-075-90FA-P,7715326034023,0.1,,0.1,1.22,0.082,,ACTIVE,nao
PVCF-075-90MA-P,7715326066791,0.09,,0.09,2.11,0.0427,,ACTIVE,nao
PVCF-075-CAP-P,7715326099559,0.04,,0.04,0.9,0.0444,,ACTIVE,nao
PVCF-075-CPL-P,7715326132327,0.05,,0.05,0.78,0.0641,,ACTIVE,nao
PVCF-075-CPL-SCH80,7715326165095,0.52,,0.52,38.55,0.0135,,ACTIVE,sim
PVCF-075-FA-P,7715326197863,0.06,,0.06,1.22,0.0492,,ACTIVE,nao
PVCF-075-FA-SCH80,7715326230631,0.52,,0.52,39.6,0.0131,,ACTIVE,sim
PVCF-075-MA-P,7715326263399,0.05,,0.05,0.83,0.0602,,ACTIVE,nao
PVCF-075-PLG-P,7715326328935,0.04,,0.04,2.11,0.019,,ACTIVE,sim
PVCF-075-SCH80-UNI-P,7715326361703,0.52,,0.52,12.52,0.0415,,ACTIVE,nao
PVCF-075-ST90-P,7715326394471,0.09,,0.09,2.9,0.031,,ACTIVE,nao
PVCF-075-TCAP-P,7715326427239,0.15,,0.15,1.81,0.0829,,ACTIVE,nao
PVCF-075-TEE-P,7715326460007,0.12,,0.12,1.22,0.0984,,ACTIVE,nao
PVCF-075-TEE-SCH80,7715326492775,0.52,,0.52,46.65,0.0111,,ACTIVE,sim
PVCF-075-TPLG-P,7715326525543,0.15,,0.15,2.43,0.0617,,ACTIVE,nao
PVCF-075-UNI-SCH80,7715326558311,0.52,,0.52,74.32,0.007,,ACTIVE,sim
PVCF-075-UNI/EDPM-SCH80,7715326591079,0.52,,0.52,73.35,0.0071,,ACTIVE,sim
PVCF-075.050-90FA-P,7715326623847,0.07,,0.07,1.24,0.0565,,ACTIVE,nao
PVCF-075.050-ATBSH-P,7715326656615,0.06,,0.06,2.43,0.0247,,ACTIVE,sim
PVCF-075.050-BSH-P,7715326689383,0.03,,0.03,0.9,0.0333,,ACTIVE,nao
PVCF-075.050-BSH-SCH80,7715326722151,0.52,,0.52,9.23,0.0563,,ACTIVE,nao
PVCF-075.050-CPL-P,7715326754919,0.15,,0.15,1.38,0.1087,,ACTIVE,nao
PVCF-075.050-FA-P,7715326787687,0.05,,0.05,1.69,0.0296,,ACTIVE,sim
PVCF-075.050-TBSH-P,7715326820455,0.03,,0.03,1.38,0.0217,,ACTIVE,nao
PVCF-075.050-TEE-P,7715326853223,0.15,,0.15,1.29,0.1163,,ACTIVE,nao
PVCF-075.050.050-TEE-P,7715326885991,0.1,,0.1,2.03,0.0493,,ACTIVE,nao
PVCF-075.100-MA-P,7715326918759,0.15,,0.15,2.11,0.0711,,ACTIVE,nao
PVCF-100-45EL-P,7715326951527,0.15,,0.15,2.59,0.0579,,ACTIVE,nao
PVCF-100-45EL-SCH80,7715326984295,0.52,,0.52,67.88,0.0077,,ACTIVE,sim
PVCF-100-90EL-P,7715327017063,0.14,,0.14,1.69,0.0828,,ACTIVE,nao
PVCF-100-90EL-SCH80,7715327049831,0.52,,0.52,32.55,0.016,,ACTIVE,sim
PVCF-100-90FA-P,7715327082599,0.18,,0.18,2.25,0.08,,ACTIVE,nao
PVCF-100-CAP-P,7715327115367,0.07,,0.07,1.38,0.0507,,ACTIVE,nao
PVCF-100-CPL-P,7715327148135,0.08,,0.08,1.33,0.0602,,ACTIVE,nao
PVCF-100-CPL-SCH80,7715327180903,0.52,,0.52,39.83,0.0131,,ACTIVE,sim
PVCF-100-FA-P,7715327213671,0.11,,0.11,1.38,0.0797,,ACTIVE,nao
PVCF-100-FA-SCH80,7715327246439,0.52,,0.52,58.28,0.0089,,ACTIVE,sim
PVCF-100-MA-P,7715327279207,0.09,,0.09,1.52,0.0592,,ACTIVE,nao
PVCF-100-PLG-P,7715327311975,0.06,,0.06,2.59,0.0232,,ACTIVE,sim
PVCF-100-SCH80-UNI-P,7715327344743,0.52,,0.52,18.62,0.0279,,ACTIVE,sim
PVCF-100-ST45-P,7715566420071,0.15,,0.15,2.39,0.0628,,ACTIVE,nao
PVCF-100-ST90-P,7715327377511,0.17,,0.17,4.98,0.0341,,ACTIVE,nao
PVCF-100-TCAP-P,7715327410279,0.08,,0.08,2.76,0.029,,ACTIVE,sim
PVCF-100-TEE-P,7715327443047,0.22,,0.22,2.25,0.0978,,ACTIVE,nao
PVCF-100-TEE-SCH80,7715327475815,0.52,,0.52,58.28,0.0089,,ACTIVE,sim
PVCF-100-TPLG-P,7715327508583,0.15,,0.15,3.97,0.0378,,ACTIVE,nao
PVCF-100-UNI-SCH80,7715328229479,0.52,,0.52,84.53,0.0062,,ACTIVE,sim
PVCF-100-UNI/EDPM-SCH80,7715328262247,0.52,,0.52,83.93,0.0062,,ACTIVE,sim
PVCF-100.050-BSH-P,7715328327783,0.06,,0.06,1.6,0.0375,,ACTIVE,nao
PVCF-100.050-TBSH-P,7715328426087,0.06,,0.06,2.25,0.0267,,ACTIVE,sim
PVCF-100.050-TEE-P,7715328655463,0.15,,0.15,2.39,0.0628,,ACTIVE,nao
PVCF-100.075-BSH-P,7715328688231,0.04,,0.04,1.6,0.025,,ACTIVE,nao
PVCF-100.075-BSH-SCH80,7715328720999,0.52,,0.52,26.25,0.0198,,ACTIVE,sim
PVCF-100.075-CPL-SCH80,7715328753767,0.52,,0.52,50.7,0.0103,,ACTIVE,sim
PVCF-100.075-TBSH-P,7715329212519,0.05,,0.05,2.25,0.0222,,ACTIVE,sim
PVCF-100.075-TEE-P,7715329409127,0.19,,0.19,2.59,0.0734,,ACTIVE,nao
PVCF-125-45EL-P,7715329507431,0.22,,0.22,3.58,0.0615,,ACTIVE,nao
PVCF-125-90EL-P,7715329540199,0.15,,0.15,2.94,0.051,,ACTIVE,nao
PVCF-125-90EL-SCH80,7715329605735,0.52,,0.52,43.28,0.012,,ACTIVE,sim
PVCF-125-CAP-P,7715329638503,0.11,,0.11,1.95,0.0564,,ACTIVE,nao
PVCF-125-CAP-SCH80,7715329671271,0.52,,0.52,62.93,0.0083,,ACTIVE,sim
PVCF-125-CPL-P,7715329704039,0.12,,0.12,1.81,0.0663,,ACTIVE,nao
PVCF-125-CPL-SCH80,7715329736807,0.52,,0.52,60.22,0.0086,,ACTIVE,sim
PVCF-125-FA-P,7715329769575,0.15,,0.15,2.16,0.0694,,ACTIVE,nao
PVCF-125-MA-P,7715329802343,0.15,,0.15,1.81,0.0829,,ACTIVE,nao
PVCF-125-MA-SCH80,7715329835111,0.52,,0.52,74.32,0.007,,ACTIVE,sim
PVCF-125-ST90-P,7715329867879,0.24,,0.24,6.4,0.0375,,ACTIVE,nao
PVCF-125-TCAP-P,7715329900647,0.12,,0.12,3.29,0.0365,,ACTIVE,nao
PVCF-125-TEE-P,7715329933415,0.28,,0.28,3.5,0.08,,ACTIVE,nao
PVCF-125-TEE-SCH80,7715329966183,0.52,,0.52,159.9,0.0033,,ACTIVE,sim
PVCF-125.050-BSH-P,7715670818919,0.1,,0.1,2.29,0.0437,,ACTIVE,nao
PVCF-125.050-TBSH-P,7715329998951,0.09,,0.09,3.46,0.026,,ACTIVE,sim
PVCF-125.075-BSH-P,7715330031719,0.1,,0.1,2.29,0.0437,,ACTIVE,nao
PVCF-125.075-BSH-SCH80,7715330064487,0.52,,0.52,41.1,0.0127,,ACTIVE,sim
PVCF-125.075-TBSH-P,7715330097255,0.15,,0.15,3.42,0.0439,,ACTIVE,nao
PVCF-125.075-TEE-P,7715330130023,0.24,,0.24,3.84,0.0625,,ACTIVE,nao
PVCF-125.100-BSH-P,7715330162791,0.07,,0.07,2.11,0.0332,,ACTIVE,nao
